step,klcoef,entcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,global_reward_mean,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,policy_loss,kl,entropy,value_loss,gd_time,total_time
41,1.45519e-12,0.01,0.001,11.263,2000,3.90387,3.58358,3.60941,4.28834,454.125,438.438,1634.85,1578.38,11,6.625,1.6884e+06,159.88,183.254,700,700,0.164219,0.00470022,0.391732,0.40654,0.0148193,0.078041,0.0347325,-0.0132295,0.0022185,0.922602,1.53856,2.35501,8777.47
42,7.27596e-13,0.01,0.001,11.0633,2000,3.88,3.54353,3.52718,4.28763,438.125,422.5,1577.25,1521,10.75,6.4375,1.74172e+06,163.866,187.079,700,700,0.1575,0.00429515,0.39091,0.327113,-0.0638058,0.0912947,0.0378476,0.0989933,0.00273783,0.913204,1.64412,2.21296,8957.75
43,3.63798e-13,0.01,0.001,10.5048,2000,3.77308,3.48649,3.54239,4.1115,459.625,442.25,1654.65,1592.1,11.5,6.6875,1.70103e+06,157.265,181.659,700,700,0.163625,0.00364919,0.353198,0.342999,-0.0101615,0.0683976,0.0386944,0.0156706,0.00210116,0.908008,1.61646,2.51006,9129.43
44,1.81899e-13,0.01,0.001,10.2581,2000,4.17288,3.82367,3.65941,4.59273,461.188,445.875,1660.27,1605.15,13.5625,7.8125,1.8304e+06,157.425,179.626,700,700,0.155125,0.00419423,0.377032,0.357488,-0.0195387,0.0708275,0.0339762,0.0188496,0.00210408,0.910742,2.06762,3.06835,9297.58
45,9.09495e-14,0.01,0.001,10.6478,2000,3.94189,3.61958,3.64171,4.32785,451.562,437.875,1625.62,1576.35,8.75,5.375,1.67624e+06,161.93,184.976,700,700,0.175187,0.00608958,0.32846,0.440983,0.112495,0.0798203,0.0351059,-0.108672,0.00182556,0.903177,1.26536,2.58372,9471.54
46,4.54747e-14,0.01,0.001,11.0959,2000,3.81052,3.52715,3.61565,4.14404,467.75,451.438,1683.9,1625.17,11.625,7.0625,1.75327e+06,152.466,177.047,700,700,0.167594,0.00374845,0.420853,0.348095,-0.0727704,0.0864699,0.0424667,0.0742188,0.00274004,0.921084,1.51302,2.50251,9652.73
47,2.27374e-14,0.01,0.001,11.0039,2000,3.91174,3.61563,3.68058,4.26112,462.438,448.562,1664.78,1614.82,9.125,5.6875,1.7012e+06,156.223,179.979,700,700,0.178656,0.00575198,0.374848,0.442493,0.0676544,0.0860421,0.0430663,-0.0681694,0.00266719,0.919471,1.18654,2.33813,9832.3
48,1.13687e-14,0.01,0.001,10.3005,2000,4.3045,3.92329,3.73954,4.76847,446.938,437.062,1608.98,1573.42,9.75,6.25,1.92529e+06,164.048,184.999,700,700,0.169781,0.00723675,0.499673,0.522031,0.0223532,0.0707952,0.0333703,-0.0221071,0.00257345,0.903131,1.34756,2.35166,10000.4
49,5.68434e-15,0.01,0.001,9.99652,2000,4.63304,4.21414,3.76763,5.14455,466.875,458.812,1680.75,1651.72,8.625,5.375,1.93787e+06,154.239,174.633,700,700,0.186281,0.00997542,0.551829,0.616059,0.0642592,0.064139,0.0327942,-0.0651451,0.00340637,0.884977,1.31586,2.17288,10163.4
50,2.84217e-15,0.01,0.001,9.87643,2000,4.69814,4.29395,3.81025,5.18507,479.375,468,1725.75,1684.8,12.0625,6.5625,1.97763e+06,148.124,168.703,700,700,0.173687,0.00765752,0.62616,0.505329,-0.120827,0.0466769,0.0318694,0.12255,0.00293331,0.896439,2.05288,2.29643,10324.6
