step,klcoef,entcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,global_reward_mean,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,policy_loss,kl,entropy,value_loss,gd_time,total_time
41,0,0.01,0.0003,98.6175,2000,0.393731,0.382788,0.947086,0.405442,170.094,135.469,612.338,487.688,9.875,4.375,1.72901e+06,11105.6,11183.9,700,700,-0.203111,0.0866042,5.6989,6.07985,0.38095,0.501478,1.18138,0.000382403,0.0227918,1.34494,0.565493,280.576,
42,0,0.01,0.0003,113.637,2000,0.333768,0.323008,0.865549,0.345346,156.719,113.531,564.188,408.712,7.6875,3.25,1.63971e+06,11093.7,11178.3,700,700,-0.0364379,0.0712455,5.48174,5.66763,0.185882,0.626653,0.521383,-0.00106769,0.022897,1.35912,0.202901,298.227,
43,0,0.01,0.0003,121.147,2000,0.186204,0.178801,0.655517,0.194263,96.7188,53.2188,348.188,191.588,4.5,1.96875,1.66343e+06,11129.2,11219.3,700,700,-0.0111414,0.0521868,5.05296,5.03671,-0.0162608,0.740292,4.17646,0.00133243,0.0186215,1.38396,0.200168,292.214,
44,0,0.01,0.0003,128.212,2000,0.132933,0.127333,0.618535,0.139056,74.0312,26.1562,266.512,94.1625,4.5,2.03125,1.60207e+06,11195.7,11286.4,700,700,-0.0212948,0.0414076,4.59103,4.48356,-0.107485,0.779565,7.99883,0.00213802,0.0228204,1.34332,0.141831,300.722,
45,0,0.01,0.0003,133.438,2000,0.0982823,0.0952764,0.571681,0.10157,59.4688,8.75,214.088,31.5,2.3125,0.9375,1.55744e+06,11163.2,11254.2,700,700,-0.0114543,0.000851498,4.20359,3.50619,-0.697433,0.735607,0.680255,0.0167295,0.0655933,1.35401,0.162961,281.053,
46,0,0.01,0.0003,123.054,2000,0.0825607,0.0777389,0.361851,0.0878632,50.7812,5.90625,182.812,21.2625,3.0625,1,1.55714e+06,11199.5,11285,700,700,-0.0174017,-0.000774572,3.78267,3.13754,-0.645165,0.557701,0.754597,0.045131,0.0544629,1.36041,0.279605,282.744,
47,0,0.01,0.0003,110.841,2000,0.0698325,0.0658304,0.312826,0.0741593,42.4375,3.84375,152.775,13.8375,1.9375,0.59375,1.55428e+06,11215.6,11294.8,700,700,-0.0083732,-0.00305536,3.18325,2.60637,-0.57689,0.446087,1.42268,0.0054204,0.0523186,1.29601,0.27914,272.433,
48,0,0.01,0.0003,113.753,2000,0.0758548,0.0718261,0.346694,0.0802838,45.6875,5.75,164.475,20.7,2,0.625,1.55538e+06,11205.1,11286.5,700,700,-0.0125625,-0.000625808,2.63866,2.19457,-0.444092,0.381967,0.521883,0.00477415,0.0200105,1.37584,0.141433,265.051,
49,0,0.01,0.0003,106.94,2000,0.0735302,0.0703096,0.342738,0.0770114,43.0625,4.71875,155.025,16.9875,2,0.71875,1.52335e+06,11229.1,11307.3,700,700,-0.0135683,-0.00130705,2.15348,1.78031,-0.373156,0.389917,0.907974,0.0101764,0.0399536,1.31601,0.0939807,301.486,
50,0,0.01,0.0003,85.5204,2000,0.0432769,0.0398472,0.244342,0.0471381,24.5625,3.59375,88.425,12.9375,0.75,0.3125,1.59892e+06,11196.2,11261.5,700,700,-0.00248982,-0.000787377,1.67708,1.39246,-0.28461,0.445163,0.490699,-0.0165981,0.0413498,1.3159,0.111437,291.328,
